id,house_ln,house_la,subway,bus_stop,park,scenery,street,room_type,accommodates,bathroom,bedroom,beds,bed_type,guests,num_of_review,review_score,Entire_home,Private_room,Shared_room,crime_rate,host_response_time,response_time_num,host_response_rate,superhost,host_neighborhood,daily_price,weekly_price,monthly_price,Central_Park,Van_Cortlandt,Flushing_Meadows,Prospect_Park,Washington_Square_Park,Bronx_Park,Pelham_Bay_Park,Floyd_Bennet_Field,Jamaica_Bay,Jacob_Riis_Park,Fort_Tilden,Greenbelt,The_Metropolitan_Museum_of_Art,statue_of_liberty,Empire_state_Building,American_Museum_of_Natual_History,Museum_of_Modern_Art,Times_Square,One_world_trade_cente,Grand_Centreal_Terminal,intrepid_sea_air,Fifth_Avenue,Brooklyn_Bridge,Wall_Street,Flatiron_Building,New_York_University,Broadway,China_Town,New_york_Public_Library,West_Point_Academy,Columbia_University,Madison_Square_Garden,madame_tussauds_new_york,National_September_11_Memorial_Museum,Manhattan_Skyline,United_Nations_Headquarters,SOHO,St_Patrick_Cathedral,High_Line_Park,Top_of_the_Rock,sub_dist_1,sub_dist_2,sub_dist_3,bus_dist_1,bus_dist_2,bus_dist_3,subway_station,new_price
1029808,-73.94635,40.69872,3,11,0,2,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,2,12,91,1,0,0,1.7837,within an hour,3,1,0,Bedford-Stuyvesant,105,,,9.78,22.728,9.997,4.184,5.586,17.869,22.613,12.01,13.071,15.963,15.949,12.555,9.075,8.347,6.471,9.47,7.461,7.447,5.856,6.543,8.663,8.533,4.375,5.329,5.965,5.483,10.523,4.622,6.769,75.764,12.177,6.832,7.35,5.754,7.669,6.117,9.486,7.14,248.48,7.282,0.376,0.473,0.515,0.204,0.331,0.346,2,90
1030254,-73.91156,40.69449,0,5,0,0,Brooklyn,Private room,1,1.5,1,1,Real Bed,1,64,98,0,1,0,0.9855,within a few hours,2,1,1,Bushwick,55,250,900,11.15,22.724,7.802,5.869,8.281,17.6,21.688,10.842,11.397,14.256,14.907,14.999,10.392,11.228,8.674,10.98,9.302,9.472,8.813,8.515,10.847,9.96,7.344,8.299,8.383,8.2,11.966,7.538,8.837,76.34,13.284,9.121,9.485,8.717,9.496,7.894,11.074,9.016,248.934,9.198,0.592,0.642,0.829,0.327,0.383,0.385,0,55
1030392,-73.94493,40.71132,1,11,0,4,Brooklyn,Entire home/apt,7,2,4,4,Real Bed,4,38,92,1,0,0,0.9672,within a few hours,2,1,1,Williamsburg,289,1990,4900,8.436,21.336,9.327,5.504,4.92,16.509,21.357,13.292,14.237,17.129,17.265,13.395,7.718,8.75,5.388,8.152,6.223,6.282,5.76,5.346,7.584,7.192,4.441,5.418,5.022,4.846,9.196,4.387,5.617,74.365,10.802,5.804,6.237,5.697,6.427,4.843,8.187,5.911,247.078,6.069,0.365,0.368,0.544,0.082,0.112,0.18,2,219
1030780,-74.00774,40.64871,1,7,1,0,Brooklyn,Private room,1,1,1,1,Real Bed,2,45,91,0,1,0,0.7843,within an hour,3,1,1,Sunset Park,70,500,1700,15.525,29.549,17.336,3.711,9.173,25.005,30.083,11.007,13.153,15.601,13.749,5.805,14.997,5.474,11.289,15.029,12.794,12.399,7.16,11.85,12.922,14.369,6.484,6.372,10.386,9.023,16.052,7.442,11.812,81.404,18.066,11.312,12.073,6.986,12.981,11.894,14.907,12.48,254.148,12.507,0.193,0.668,0.798,0.106,0.305,0.327,1,70
1032127,-74.00363,40.74583,2,9,1,22,New York,Entire home/apt,2,0,1,1,Real Bed,1,0,0,1,0,0,1.8733,within a day,1,1,0,,275,1675,3550,5.284,19.599,13.736,9.374,1.751,15.79,21.692,18.808,20.096,22.975,22.563,12.919,5.037,7.175,1.569,4.694,2.795,2.131,3.743,2.357,2.123,4.456,4.409,4.45,1.284,1.899,5.57,3.464,1.975,70.601,7.683,1.101,1.697,3.898,2.885,3.083,4.476,2.637,243.343,2.505,0.471,0.573,0.679,0.131,0.181,0.226,1,275
1032610,-73.94196,40.80938,2,15,1,6,New York,Entire home/apt,2,1,1,1,Real Bed,1,5,100,1,0,0,1.466,within a day,1,0.5,0,Harlem,130,800,,3.494,10.916,11.515,16.165,9.902,7.133,13.287,23.855,24.368,27.184,27.908,21.637,3.797,15.91,7.665,4.095,6.116,6.688,12.287,6.962,7.008,4.424,12.353,12.8,8.591,10.031,3.439,11.452,7.113,63.47,1.747,7.842,7.105,12.407,5.968,6.815,4.352,6.385,236.172,6.423,0.348,0.548,0.689,0.188,0.267,0.31,1,127
1032611,-73.96155,40.65743,3,5,1,0,Brooklyn,Entire home/apt,4,1,1,2,Real Bed,2,37,93,1,0,0,0.8737,within a day,1,0.8,0,Lefferts Garden,125,700,,14.207,27.49,13.688,1.136,8.701,22.629,27.241,8.645,10.374,13.113,12.178,9.796,13.553,7.844,10.359,13.817,11.65,11.456,7.558,10.678,12.389,12.967,6.228,6.713,9.603,8.555,14.881,7.068,10.788,80.344,16.691,10.569,11.242,7.384,11.857,10.45,13.777,11.319,253.088,11.413,0.238,0.469,0.777,0.249,0.274,0.278,2,125
1034911,-73.95742,40.68854,1,8,1,3,Brooklyn,Entire home/apt,5,1,1,3,Real Bed,1,17,98,1,0,0,1.7837,within an hour,3,1,1,Clinton Hill,150,700,,10.775,24.048,11.359,2.761,5.781,19.25,24.064,11.354,12.652,15.522,15.177,11.201,10.106,7.348,7.106,10.41,8.288,8.164,5.432,7.329,9.234,9.53,3.904,4.749,6.449,5.653,11.473,4.441,7.485,76.886,13.239,7.386,7.998,5.297,8.497,7.032,10.389,7.959,249.624,8.072,0.226,0.35,0.796,0.094,0.219,0.22,2,150
1036498,-73.91648,40.75537,2,8,0,3,Long Island City,Private room,1,1,1,1,Real Bed,1,70,91,0,1,0,0.6855,within an hour,3,1,1,Astoria,46,,1800,5.473,16.059,6.61,10.952,7.338,11.098,15.95,17.617,18.019,20.82,21.684,18.331,4.76,13.06,5.853,5.607,5.198,5.796,9.417,5.12,7.179,4.657,8.71,9.523,6.37,7.387,6.296,8.109,5.548,69.558,6.979,6.359,6.114,9.453,5.281,4.342,5.843,5.126,242.165,5.336,0.285,0.396,0.925,0.249,0.288,0.301,2,46
1036734,-73.95497,40.77054,0,27,1,19,New York,Entire home/apt,2,1,1,1,Real Bed,1,222,94,1,0,0,0.9315,within an hour,3,1,1,Upper East Side,100,1015,4200,1.968,15.31,10.211,11.742,5.678,11.059,16.805,19.852,20.597,23.466,23.863,17.435,1.203,11.777,3.524,1.972,2.16,2.851,8.067,2.724,3.912,1.006,7.964,8.49,4.39,5.791,2.807,7.096,3.004,67.769,4.163,3.858,3.275,8.168,2.123,2.396,2.191,2.299,240.504,2.433,0.536,0.796,0.997,0.286,0.287,0.287,0,100
1039215,-73.96124,40.72091,0,0,1,18,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,166,95,1,0,0,0.9601,within a day,1,1,0,Williamsburg,90,,,7.161,20.679,10.363,6.199,3.235,16.07,21.267,14.765,15.834,18.727,18.678,12.964,6.496,7.856,3.713,6.801,4.719,4.679,4.47,3.784,5.91,5.917,3.432,4.34,3.287,3.177,7.863,3.06,4.001,73.285,9.633,4.098,4.586,4.449,4.928,3.422,6.79,4.394,246.03,4.526,0.544,0.936,1.197,0.807,0.864,0.907,0,90
1039435,-73.9638,40.75879,3,11,1,19,New York,Entire home/apt,2,1,1,1,Real Bed,1,1,100,1,0,0,1.1501,N/A,0,0,0,,220,700,2400,2.949,16.802,10.578,10.382,4.201,12.553,18.244,18.803,19.68,22.565,22.776,15.941,2.282,10.301,2.133,2.64,1.206,1.797,6.581,1.312,3.187,1.701,6.463,6.989,2.938,4.308,3.685,5.593,1.677,69.073,5.421,2.55,2.144,6.677,1.32,0.898,2.692,1.128,241.822,1.335,0.464,0.52,0.544,0.104,0.118,0.167,1,220
1039984,-73.93597,40.6824,2,11,1,0,Brooklyn,Entire home/apt,5,1,2,4,Real Bed,2,52,95,1,0,0,1.977,within an hour,3,1,0,Bedford-Stuyvesant,130,,2900,11.739,24.333,10.246,3.411,7.466,19.35,23.781,10.004,11.065,13.956,13.964,12.594,11.02,9.188,8.48,11.45,9.47,9.461,7.347,8.557,10.668,10.495,5.817,6.68,7.947,7.351,12.497,6.284,8.784,77.598,14.094,8.831,9.362,7.216,9.677,8.115,11.476,9.15,250.286,9.294,0.496,0.556,1.238,0.131,0.17,0.176,1,130
1041996,-73.94728,40.82943,1,17,0,2,New York,Private room,1,1,1,1,Real Bed,1,13,100,0,1,0,0.9558,within an hour,3,1,1,Hamilton Heights,45,,,5.238,9.199,13.413,18.322,11.746,6.363,12.652,26.127,26.638,29.45,30.179,23.354,5.734,17.61,9.522,5.784,7.976,8.466,14.091,8.892,8.482,6.362,14.305,14.67,10.45,11.885,4.868,13.376,8.977,61.231,2.753,9.618,8.853,14.225,7.803,8.858,5.97,8.276,233.947,8.276,0.412,0.5,0.551,0.088,0.143,0.246,1,45
1042416,-73.93836,40.69235,0,5,1,0,Brooklyn,Entire home/apt,5,1,2,3,Real Bed,1,201,91,1,0,0,1.977,within an hour,3,1,0,Bedford-Stuyvesant,70,,,10.616,23.282,9.766,3.987,6.558,18.339,22.895,11.115,12.12,15.012,15.085,12.832,9.896,8.961,7.427,10.332,8.37,8.384,6.715,7.468,9.622,9.373,5.205,6.131,6.938,6.452,11.377,5.534,7.709,76.487,12.97,7.798,8.301,6.602,8.577,7.006,10.362,8.054,249.182,8.202,0.586,0.812,0.91,0.111,0.189,0.407,0,70
1042806,-73.81699,40.75334,0,8,1,0,Flushing,Private room,2,1,1,1,Real Bed,1,279,95,0,1,0,0.7075,within an hour,3,1,1,Flushing,59,,,13.221,17.093,2.512,16.159,15.398,11.936,13.351,18.544,17.815,20.038,22.299,25.034,12.659,20.459,14.197,13.546,13.564,14.176,17.134,13.493,15.534,12.758,16.057,17,14.615,15.414,13.922,15.73,13.923,70.732,13.659,14.714,14.497,17.122,13.632,12.701,13.834,13.506,242.519,13.715,1.3,2.416,3.235,0.16,0.263,0.291,0,59
1043046,-74.00177,40.74112,9,5,1,21,New York,Entire home/apt,2,1,1,1,Real Bed,1,70,98,1,0,0,1.8733,N/A,0,0,1,Chelsea,160,1100,3500,5.644,19.976,13.564,8.827,1.204,16.078,21.921,18.274,19.577,22.455,22.022,12.538,5.34,6.802,1.621,5.067,3.041,2.423,3.276,2.442,2.634,4.737,3.871,3.95,1.015,1.352,5.984,2.922,2.119,71.116,8.089,1.283,2.005,3.423,3.161,3.081,4.869,2.835,243.862,2.738,0.026,0.164,0.329,0.156,0.26,0.294,4,160
1044731,-73.95606,40.64745,0,3,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,2,58,96,0,1,0,0.6162,within an hour,3,1,1,Flatbush,96,524,1850,15.34,28.471,14.132,2.319,9.902,23.55,28.015,7.505,9.324,12.015,10.982,10.146,14.675,8.793,11.54,14.963,12.81,12.632,8.735,11.841,13.583,14.096,7.425,7.886,10.795,9.757,16.027,8.27,11.961,81.455,17.809,11.758,12.425,8.56,13.018,11.588,14.93,12.479,254.191,12.579,0.654,0.665,0.677,0.124,0.304,0.343,0,96
1045491,-73.9507,40.71454,2,1,0,8,Brooklyn,Private room,1,1.5,1,1,Real Bed,1,176,93,0,1,0,0.9601,within an hour,3,1,0,Williamsburg,75,,1500,7.984,21.108,9.676,5.681,4.327,16.352,21.325,13.788,14.781,17.674,17.74,13.206,7.281,8.397,4.805,7.675,5.693,5.722,5.273,4.797,7.004,6.736,4.023,4.99,4.421,4.256,8.727,3.881,5.052,74,10.389,5.212,5.663,5.222,5.899,4.332,7.695,5.377,246.725,5.527,0.064,0.204,0.56,0.131,0.518,0.529,2,75
1045897,-73.95508,40.71797,1,0,1,13,Brooklyn,Entire home/apt,5,1,3,3,Real Bed,1,170,89,1,0,0,0.9601,within an hour,3,1,0,Williamsburg,195,,,7.546,20.84,9.93,5.96,3.837,16.146,21.223,14.272,15.293,18.187,18.21,13.149,6.856,8.191,4.278,7.218,5.199,5.208,4.932,4.29,6.477,6.298,3.776,4.721,3.891,3.774,8.275,3.525,4.535,73.614,9.979,4.682,5.139,4.895,5.407,3.856,7.227,4.88,246.349,5.025,0.168,0.594,0.653,0.554,0.558,0.63,1,75
1046443,-73.90427,40.77117,0,9,0,0,Astoria ,Private room,2,1,1,1,Real Bed,2,15,97,0,1,0,0.6855,within a few hours,2,1,0,Ditmars / Steinway,200,,,5.608,14.18,6.39,12.978,9.032,9.125,13.921,19.302,19.541,22.285,23.369,20.287,5.056,14.924,7.273,5.941,6.274,6.945,11.232,6.473,8.16,5.208,10.635,11.406,7.936,9.1,6.323,9.977,6.868,67.869,6.359,7.733,7.328,11.283,6.296,5.785,6.235,6.3,240.409,6.487,0.782,1.147,1.529,0.075,0.21,0.246,0,125
1049224,-73.94371,40.81241,2,12,1,6,New York,Entire home/apt,6,2.5,2,4,Real Bed,4,31,89,1,0,0,1.466,within a day,1,0.76,0,Harlem,190,,4500,3.675,10.679,11.851,16.478,10.134,7.038,13.236,24.211,24.732,27.549,28.263,21.85,4.034,16.116,7.896,4.269,6.343,6.897,12.512,7.209,7.15,4.665,12.613,13.041,8.824,10.266,3.541,11.704,7.345,63.13,1.677,8.054,7.309,12.636,6.189,7.091,4.51,6.621,235.836,6.65,0.32,0.539,0.694,0.173,0.248,0.303,1,240
1051575,-73.95419,40.80384,4,17,1,7,New York,Private room,2,1,1,2,Real Bed,1,27,96,0,1,0,1.6748,within a day,1,1,0,Harlem,95,,,2.399,11.934,11.918,15.435,8.895,8.319,14.486,23.441,24.068,26.911,27.475,20.581,2.834,14.843,6.66,2.983,5.108,5.636,11.262,6.004,5.852,3.464,11.417,11.812,7.59,9.03,2.249,10.496,6.111,64.067,0.816,6.794,6.041,11.39,4.944,5.954,3.216,5.398,236.8,5.412,0.15,0.43,0.491,0.102,0.13,0.146,3,95
1053523,-73.98497,40.71886,4,12,1,18,New York,Entire home/apt,4,1,2,2,Real Bed,4,7,97,1,0,0,1.2624,a few days or more,0,0.43,0,Lower East Side,350,3500,,7.497,21.586,12.369,6.067,1.69,17.24,22.703,15.423,16.743,19.615,19.183,11.375,6.965,6.006,3.331,7.016,4.779,4.452,2.47,3.823,5.28,6.336,1.722,2.467,2.507,1.566,8.055,1.076,3.821,73.538,10.039,3.475,4.184,2.465,4.973,3.887,6.914,4.46,246.298,4.502,0.217,0.266,0.656,0.324,0.363,0.368,2,350
1054006,-73.98224,40.73323,1,20,1,20,New York,Private room,1,1,1,1,Real Bed,1,7,83,0,1,0,1.73,within a few hours,2,0.9,0,Gramercy Park,80,600,1525,5.885,20.027,11.94,7.601,1.299,15.773,21.362,16.735,17.927,20.815,20.567,12.74,5.366,7.177,1.754,5.402,3.165,2.864,3.449,2.21,3.843,4.735,3.232,3.766,1.08,1.33,6.442,2.355,2.217,71.935,8.427,1.995,2.635,3.52,3.36,2.35,5.302,2.845,244.695,2.89,0.258,0.33,0.669,0.094,0.153,0.156,2,80
1054201,-73.93274,40.79535,0,5,1,6,New York,Entire home/apt,3,1,1,2,Real Bed,2,80,95,1,0,0,2.4892,within a day,1,0.5,0,East Harlem,120,700,2500,3.202,12.067,9.912,14.768,9.004,7.729,13.577,22.195,22.663,25.47,26.255,20.767,3.133,15.097,6.816,3.77,5.338,5.991,11.397,6.038,6.662,3.672,11.277,11.823,7.707,9.12,3.568,10.423,6.277,65.054,2.853,7.094,6.425,11.499,5.236,5.718,4.081,5.547,237.725,5.639,0.831,0.97,1.059,0.207,0.222,0.45,0,120
1056119,-73.949,40.70851,3,6,0,4,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,108,90,1,0,0,0.9672,N/A,0,0,0,Williamsburg,116,650,2500,8.669,21.721,9.757,5.089,4.769,16.922,21.806,13.108,14.125,17.018,17.056,12.935,7.965,8.336,5.432,8.36,6.366,6.376,5.436,5.46,7.631,7.421,4.072,5.051,4.992,4.684,9.412,4.09,5.703,74.672,11.07,5.82,6.301,5.364,6.574,5.012,8.378,6.048,247.394,6.195,0.291,0.416,0.518,0.093,0.213,0.233,2,110
1056185,-73.94667,40.64851,2,4,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,349,96,0,1,0,0.8373,within an hour,3,0.98,1,Flatbush,60,420,1500,15.296,28.202,13.511,2.716,10.1,23.225,27.566,7.087,8.774,11.523,10.725,10.943,14.612,9.417,11.622,14.945,12.831,12.695,9.103,11.871,13.712,14.048,7.728,8.267,10.918,9.959,16.007,8.526,12.018,81.346,17.734,11.873,12.513,8.932,13.04,11.566,14.929,12.501,254.063,12.613,0.357,0.426,0.953,0.267,0.302,0.31,2,60
1057022,-73.99,40.7265,7,10,1,19,New York,Entire home/apt,2,1,1,2,Real Bed,2,16,90,1,0,0,1.1773,N/A,0,0,0,East Village,159,800,3000,6.767,20.978,12.659,6.991,0.783,16.76,22.355,16.371,17.679,20.554,20.131,11.748,6.287,6.189,2.511,6.256,4.026,3.626,2.47,3.111,4.355,5.655,2.309,2.777,1.625,0.691,7.274,1.387,3.036,72.702,9.302,2.584,3.321,2.532,4.209,3.334,6.129,3.721,245.459,3.734,0.345,0.398,0.405,0.115,0.301,0.31,4,159
1059891,-73.98112,40.76463,10,12,2,19,New York,Private room,2,1.5,2,1,Real Bed,2,43,97,0,1,0,4.3095,a few days or more,0,0.2,0,Midtown,150,875,2500,2.519,16.847,12.142,11.06,3.999,12.968,18.893,19.902,20.903,23.795,23.819,15.673,2.215,9.942,1.795,1.967,0.455,0.722,6.35,1.364,1.658,1.645,6.608,6.924,2.714,4.139,2.969,5.66,1.278,68.443,5.02,1.88,1.137,6.48,0.28,1.862,1.823,0.755,241.202,0.622,0.039,0.201,0.318,0.099,0.158,0.191,7,160
1061337,-73.94661,40.67418,0,12,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,4,87,0,1,0,0.9147,N/A,0,0,0,Crown Heights,70,299,999,12.467,25.399,11.519,2.175,7.613,20.474,25.005,9.517,10.831,13.694,13.362,11.451,11.775,8.428,8.921,12.132,10.054,9.964,7.081,9.106,11.063,11.219,5.578,6.328,8.282,7.482,13.191,6.212,9.283,78.492,14.889,9.215,9.813,6.931,10.263,8.757,12.129,9.727,251.209,9.85,0.581,0.651,0.767,0.057,0.183,0.217,0,20
1063020,-73.94376,40.79417,1,13,1,10,New York,Entire home/apt,2,1,1,2,Real Bed,2,234,97,1,0,0,1.0669,within an hour,3,1,1,East Harlem,110,,,2.298,12.521,10.577,14.47,8.365,8.422,14.383,22.215,22.782,25.613,26.261,20.131,2.334,14.43,6.144,2.883,4.622,5.246,10.76,5.399,5.808,2.922,10.741,11.232,7.056,8.488,2.631,9.858,5.596,65.157,2.172,6.378,5.676,10.872,4.499,5.178,3.187,4.861,237.865,4.929,0.103,0.506,0.528,0.266,0.296,0.305,1,110
1063554,-73.93713,40.69935,3,7,0,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,9,100,0,1,0,0.9855,within an hour,3,1,0,Bushwick,60,400,1100,9.889,22.498,9.278,4.659,6.164,17.563,22.163,11.824,12.753,15.645,15.813,13.271,9.161,9.127,6.843,9.621,7.707,7.759,6.591,6.828,9.041,8.65,5.128,6.089,6.419,6.071,10.659,5.322,7.091,75.711,12.219,7.24,7.702,6.495,7.912,6.326,9.662,7.396,248.402,7.553,0.269,0.352,0.828,0.282,0.293,0.304,2,62
1065138,-73.94835,40.67046,3,13,1,0,Brooklyn,Private room,2,1,1,1,Real Bed,1,2,100,0,1,0,0.9147,N/A,0,0,0,Crown Heights,50,,,12.857,25.834,11.896,1.886,7.88,20.912,25.439,9.219,10.603,13.453,13.027,11.194,12.17,8.378,9.256,12.513,10.419,10.311,7.229,9.465,11.383,11.609,5.747,6.452,8.595,7.746,13.574,6.427,9.631,78.903,15.289,9.536,10.149,7.073,10.627,9.135,12.504,10.09,251.624,10.208,0.191,0.348,0.535,0.073,0.139,0.148,2,40
1066769,-73.98773,40.72046,4,14,1,18,New York,Private room,2,1,1,1,Real Bed,1,356,97,0,1,0,1.2624,within an hour,3,1,1,Lower East Side,120,755,3250,7.371,21.513,12.566,6.293,1.408,17.213,22.723,15.692,17.024,19.895,19.441,11.353,6.859,5.915,3.159,6.877,4.64,4.279,2.305,3.697,5.052,6.228,1.749,2.397,2.303,1.281,7.907,0.964,3.666,73.367,9.912,3.268,3.993,2.318,4.829,3.819,6.763,4.325,246.126,4.356,0.208,0.24,0.376,0.177,0.251,0.329,3,120
1069287,-73.94399,40.71273,1,12,0,5,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,16,94,1,0,0,0.9672,within a day,1,0.8,0,Williamsburg,83,615,1600,8.302,21.165,9.2,5.68,4.925,16.335,21.183,13.417,14.34,17.232,17.397,13.549,7.581,8.871,5.319,8.027,6.119,6.194,5.836,5.253,7.512,7.061,4.541,5.516,4.981,4.856,9.068,4.454,5.534,74.21,10.658,5.744,6.16,5.778,6.323,4.732,8.066,5.81,246.92,5.972,0.204,0.294,0.55,0.022,0.061,0.091,2,83
1070458,-73.99999,40.72086,9,2,1,18,New York,Private room,1,1,1,1,Real Bed,1,64,86,0,1,0,1.6704,within an hour,3,1,0,Soho,100,,,7.625,21.904,13.578,6.659,1.13,17.757,23.389,16.264,17.696,20.549,19.929,10.737,7.196,5.145,3.342,7.087,4.893,4.411,1.42,4.032,4.886,6.566,1.616,1.812,2.412,0.984,8.072,0.695,3.89,73.36,10.14,3.285,4.054,1.488,5.061,4.339,6.931,4.608,246.109,4.59,0.211,0.229,0.289,0.431,0.466,0.571,6,100
1071743,-73.94885,40.67151,3,12,1,0,Brooklyn,Entire home/apt,6,2.5,3,4,Real Bed,1,3,100,1,0,0,0.9147,N/A,0,0,0,Crown Heights,200,,,12.735,25.728,11.853,1.884,7.759,20.812,25.355,9.342,10.72,13.571,13.151,11.185,12.049,8.308,9.132,12.391,10.295,10.187,7.121,9.341,11.259,11.487,5.635,6.347,8.472,7.625,13.452,6.31,9.507,78.786,15.17,9.412,10.025,6.966,10.504,9.013,12.381,9.967,251.508,10.085,0.23,0.432,0.611,0.124,0.136,0.144,2,200
1072481,-73.99712,40.74573,5,9,1,23,New York,Private room,2,1,1,2,Real Bed,2,203,92,0,1,0,1.8733,within an hour,3,0.94,1,Chelsea,70,540,2000,5.005,19.338,13.188,9.211,1.658,15.434,21.287,18.539,19.777,22.662,22.331,13.178,4.694,7.445,1.043,4.432,2.399,1.779,3.888,1.852,2.143,4.093,4.365,4.526,0.807,1.809,5.364,3.404,1.499,70.587,7.463,0.642,1.364,4.029,2.516,2.55,4.24,2.201,243.338,2.096,0.08,0.221,0.357,0.093,0.146,0.148,4,70
1073780,-73.96059,40.6803,3,7,1,3,Brooklyn,Entire home/apt,4,1,2,2,Real Bed,1,18,91,1,0,0,0.9147,within a few hours,2,0.86,0,Clinton Hill,149,899,3299,11.67,25.002,12.068,1.814,6.415,20.202,24.987,10.681,12.106,14.951,14.431,10.575,11.012,7.15,7.901,11.29,9.141,8.981,5.735,8.174,9.988,10.429,4.244,4.971,7.194,6.278,12.354,4.927,8.306,77.801,14.149,8.148,8.791,5.581,9.349,7.917,11.258,8.811,250.544,8.913,0.338,0.403,0.552,0.28,0.323,0.326,2,105
1073832,-74.00581,40.67685,0,4,1,6,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,158,94,1,0,0,0.4812,within a few hours,2,0.8,0,Red Hook,125,650,2500,12.444,26.574,15.568,3.291,6.044,22.157,27.441,12.781,14.642,17.325,16.017,7,11.942,3.546,8.185,11.935,9.705,9.288,4.064,8.776,9.789,11.311,3.373,3.252,7.273,5.894,12.948,4.324,8.715,78.271,14.981,8.189,8.953,3.887,9.888,8.877,11.803,9.397,251.015,9.413,0.907,0.985,1.537,0.292,0.317,0.394,0,125
1074155,-73.93223,40.79794,0,3,1,6,New York,Private room,3,1,2,3,Real Bed,1,318,90,0,1,0,2.4892,within an hour,3,1,0,East Harlem,58,538,1853,3.355,11.781,10.061,15.058,9.26,7.475,13.362,22.474,22.932,25.736,26.535,21.027,3.339,15.35,7.064,3.935,5.574,6.22,11.655,6.292,6.849,3.895,11.551,12.089,7.961,9.378,3.661,10.693,6.523,64.768,2.768,7.332,6.653,11.759,5.467,5.988,4.242,5.791,237.437,5.877,0.794,0.824,1.063,0.274,0.323,0.499,0,58
1076324,-73.91662,40.74361,1,11,0,1,Long Island City,Entire home/apt,8,1,2,5,Real Bed,2,9,89,1,0,0,0.9628,within a day,1,0.94,0,Sunnyside,150,,,6.341,17.353,6.404,9.769,6.947,12.355,17.048,16.318,16.753,19.566,20.384,17.462,5.59,12.361,5.825,6.371,5.513,6.016,8.825,5.201,7.472,5.359,7.95,8.824,6.165,6.97,7.181,7.458,5.632,70.863,8.093,6.353,6.264,8.838,5.638,4.391,6.566,5.365,243.473,5.583,0.162,0.348,0.623,0.038,0.051,0.084,2,150
1077176,-73.98187,40.73807,1,22,1,23,New York,Entire home/apt,3,1,1,2,Real Bed,2,23,100,1,0,0,1.73,within a few hours,2,1,1,Gramercy Park,131,,,5.352,19.523,11.888,8.13,1.532,15.313,20.951,17.208,18.365,21.255,21.058,13.185,4.844,7.575,1.232,4.865,2.628,2.332,3.844,1.678,3.373,4.213,3.744,4.228,0.743,1.609,5.904,2.843,1.679,71.397,7.894,1.532,2.122,3.93,2.822,1.891,4.763,2.309,244.156,2.352,0.446,0.591,0.682,0.047,0.058,0.072,1,131
1077179,-73.98324,40.73775,1,20,1,23,New York,Entire home/apt,4,1,1,2,Real Bed,3,17,96,1,0,0,1.73,within a few hours,2,1,1,Gramercy Park,250,1500,6000,5.413,19.603,12.004,8.11,1.415,15.409,21.057,17.224,18.396,21.285,21.066,13.087,4.916,7.47,1.244,4.918,2.681,2.357,3.739,1.742,3.352,4.284,3.672,4.136,0.662,1.496,5.952,2.762,1.716,71.435,7.953,1.504,2.126,3.828,2.871,1.992,4.809,2.366,244.194,2.399,0.368,0.597,0.598,0.099,0.148,0.162,1,136
1079675,-73.99438,40.71972,8,4,1,17,New York,Entire home/apt,2,1,1,1,Real Bed,1,25,100,1,0,0,1.6704,within a day,1,1,0,Nolita,149,1190,,7.594,21.817,13.132,6.373,1.259,17.591,23.159,15.906,17.301,20.161,19.605,10.929,7.124,5.42,3.322,7.076,4.853,4.425,1.757,3.947,5.042,6.492,1.492,1.952,2.411,1.109,8.085,0.549,3.856,73.468,10.126,3.343,4.099,1.785,5.032,4.166,6.94,4.552,246.222,4.557,0.074,0.17,0.369,0.29,0.391,0.417,4,149
1080543,-74.01211,40.65475,0,0,1,1,Brooklyn,Entire home/apt,2,1,1,1,Real Bed,1,68,94,1,0,0,0.7843,within a few hours,2,1,1,Sunset Park,109,500,2000,14.956,29.053,17.259,3.769,8.55,24.571,29.739,11.675,13.782,16.272,14.486,5.55,14.448,4.712,10.699,14.449,12.218,11.802,6.474,11.286,12.274,13.817,5.887,5.706,9.787,8.402,15.462,6.837,11.229,80.751,17.494,10.699,11.465,6.303,12.402,11.367,14.317,11.909,253.488,11.927,0.67,0.724,1.089,0.584,0.677,0.774,0,109
1080766,-73.98534,40.75964,16,7,2,19,New York,Private room,2,1,1,1,Real Bed,1,237,95,0,1,0,4.3095,within an hour,3,1,1,Times Square/Theatre District,185,,,3.174,17.504,12.377,10.546,3.36,13.618,19.522,19.52,20.582,23.475,23.409,15.015,2.867,9.283,1.203,2.612,0.678,0.085,5.697,1.031,1.423,2.281,5.996,6.284,2.093,3.502,3.588,5.043,0.765,69.006,5.66,1.224,0.48,5.829,0.719,1.748,2.446,0.697,241.765,0.483,0.105,0.264,0.318,0.225,0.382,0.389,7,185
